0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0025,0.037492806639327705,7.014893001083097e-07,3.6515106996057192e-06,1.187715830455566e-10,2.8303546196668405e-06,1.2149571415018205e-11,1.7088158904282517e-10,3.3291660454936305e-22,4.0127100284437765e-22,1.8305311718544666e-20,4.4946696207919995e-18,1.2860017661061189e-20,2.859070115145394e-19,9.033193004202996e-18,4.4481312548821217e-14,1.5547615269680457e-16,1.7885937476218998e-15,2.536408198902368e-17,1.0542388014849756e-15,1.4805959700817523e-18,4.436514450759133e-17
0.005,0.0749575471329664,4.2289776979552376e-06,2.147203248383355e-05,1.2094900920381105e-09,1.6700927923794985e-05,1.262715383324484e-10,1.7259616697907145e-09,8.516206409217742e-21,9.457307221215851e-21,4.1708378810547696e-19,8.834517048528707e-17,2.935472572861707e-19,5.719037843778839e-18,1.7717787614417353e-16,7.180445653470297e-13,2.804022945896003e-15,3.1885637115007647e-14,4.959150895136571e-16,1.8834663919701564e-14,2.939766857637451e-17,8.654988949235829e-16
0.0075,0.1123562735093919,1.4619432112052984e-05,7.24292431883416e-05,6.679571210049128e-09,5.652261347913113e-05,7.116899395872697e-10,9.456399146365869e-09,1.1229142828786094e-19,1.153511579700386e-19,4.920193256871479e-18,9.0425177869695e-16,3.469190980015218e-18,5.957402175918722e-17,1.809632788479963e-15,6.082359450729726e-12,2.6422910757174612e-14,2.970052244061348e-13,5.048311089970257e-15,1.7582202309110576e-13,3.0389191265317543e-16,8.790803150061577e-15
0.01,0.14963367453657578,3.803331163606485e-05,0.00018392719203439505,2.6515017380691965e-08,0.00014399227936185557,2.8831441572920497e-09,3.7249377899200875e-08,1.0166694850137138e-18,9.696810722115994e-19,4.0020319877805334e-17,6.4160850367251305e-15,2.8269547959551656e-17,4.3020626741572937e-16,1.2812590763463421e-14,3.596748078286094e-11,1.7313867670840933e-13,1.9237486835259402e-12,3.561958287708004e-14,1.1413398544558588e-12,2.177267564165643e-15,6.188442363540346e-14
0.0125,0.18671908317824884,8.272696692464308e-05,0.0003906411757498177,8.467276738223713e-08,0.00030676290920355096,9.396133528986971e-09,1.180650093037923e-07,7.104376391077345e-18,6.313412217567331e-18,2.5222790537365555e-16,3.545226919907606e-14,1.7849437229076623e-16,2.419350282520979e-15,7.064283152316702e-14,1.6670059876012323e-10,8.860037257927506e-13,9.731023200356863e-12,1.956839261393919e-13,5.786204823284267e-12,1.2145442843849673e-14,3.391912225711608e-13
0.015,0.22352983721816566,0.0001588525275000047,0.0007326995967016127,2.309831868760913e-07,0.0005770739489905997,2.6158860354751918e-08,3.197476321118817e-07,4.0837861012333143e-17,3.3924274634238126e-17,1.3125065336195995e-15,1.6249991746473214e-13,9.305220756642582e-16,1.1286576973499759e-14,3.230918329808596e-13,6.447304306915293e-10,3.770976882715462e-12,4.093933134237789e-11,8.916363171507339e-13,2.4398099625157757e-11,5.619128811131559e-14,1.541917126659974e-12
0.0175,0.2599751993150259,0.00027815022465520846,0.0012536226813974225,5.584891304906814e-07,0.000990158785598869,6.454900104326985e-08,7.676954860728968e-07,2.0099646805325062e-16,1.5655943630593805e-16,5.868337547602159e-15,6.428080135601811e-13,4.1680674733221816e-15,4.5441046445111334e-14,1.2752476978577461e-12,2.1638385066678568e-09,1.3885138300529439e-11,1.4900256343575662e-10,3.5056710690352654e-12,8.900212830144372e-11,2.2431872162115008e-13,6.048048091579235e-12
0.02,0.2959602684850889,0.0004535861776341373,0.0019983045258149326,1.2267665740978583e-06,0.001582656945415658,1.4470250097730832e-07,1.6748650111609158e-06,8.706099377429397e-16,6.376942294761906e-16,2.3167253180227965e-14,2.254527374564125e-12,1.6485009371627832e-14,1.6221136751470666e-13,4.4627335168996355e-12,6.471929764483905e-09,4.54336807229653e-11,4.819129596169507e-10,1.2218930107597477e-11,2.885215205627095e-10,7.938396608285148e-13,2.1029796284394636e-11
0.0225,0.33138952903813185,0.0006989743504273608,0.003011211541508862,2.4912789832165815e-06,0.0023911734748793168,2.999003199287624e-07,3.3789261225126477e-06,3.3855323521810505e-15,2.3382788109860442e-15,8.23690323383536e-14,7.149193836019165e-12,5.871838371453462e-14,5.235276491252189e-13,1.4119734112822457e-11,1.758467591766314e-08,1.346952622499127e-10,1.4121427453826099e-09,3.849956137241475e-11,8.474280567541348e-10,2.539537650494984e-12,6.610017120935385e-11
