0,0,0,0
1e+07,1.7458e-09,0.0019697,1.8039e-16
2e+07,2.7714e-08,0.0077412,2.7915e-15
3e+07,2.2721e-07,0.017885,2.2288e-14
4e+07,1.2818e-06,0.031955,1.2234e-13
5e+07,5.5946e-06,0.049054,5.1908e-13
6e+07,2.0141e-05,0.068216,1.8149e-12
7e+07,6.2272e-05,0.088564,5.4445e-12
8e+07,0.00016999,0.10936,1.4408e-11
9e+07,0.0004181,0.13002,3.432e-11
1e+08,0.00094084,0.15007,7.4729e-11
1.1e+08,0.0019607,0.1692,1.5055e-10
1.2e+08,0.003821,0.18718,2.834e-10
1.3e+08,0.0070194,0.20388,5.0245e-10
1.4e+08,0.012238,0.21926,8.4473e-10
1.5e+08,0.020364,0.23331,1.3544e-09
1.6e+08,0.032502,0.24607,2.0814e-09
1.7e+08,0.049963,0.25763,3.0788e-09
1.8e+08,0.074255,0.26804,4.4002e-09
1.9e+08,0.10704,0.27742,6.0964e-09
2e+08,0.15009,0.28585,8.2126e-09
2.1e+08,0.20524,0.29343,1.0786e-08
2.2e+08,0.27434,0.30024,1.3843e-08
2.3e+08,0.35918,0.30636,1.7399e-08
2.4e+08,0.46148,0.31188,2.146e-08
2.5e+08,0.58279,0.31686,2.6018e-08
2.6e+08,0.72454,0.32137,3.1058e-08
2.7e+08,0.88794,0.32546,3.6556e-08
2.8e+08,1.074,0.32918,4.2482e-08
2.9e+08,1.2836,0.33259,4.8801e-08
3e+08,1.5172,0.33571,5.5478e-08
3.1e+08,1.7754,0.3386,6.2473e-08
3.2e+08,2.0583,0.34126,6.9749e-08
3.3e+08,2.3661,0.34374,7.727e-08
3.4e+08,2.6986,0.34605,8.5001e-08
3.5e+08,3.0556,0.34821,9.291e-08
3.6e+08,3.4368,0.35025,1.0097e-07
3.7e+08,3.8418,0.35216,1.0915e-07
3.8e+08,4.2699,0.35398,1.1743e-07
3.9e+08,4.7207,0.3557,1.2579e-07
4e+08,5.1935,0.35734,1.3421e-07
4.1e+08,5.6875,0.35891,1.4267e-07
4.2e+08,6.202,0.36041,1.5116e-07
4.3e+08,6.7363,0.36184,1.5968e-07
4.4e+08,7.2896,0.36322,1.682e-07
4.5e+08,7.861,0.36454,1.7672e-07
4.6e+08,8.4499,0.36582,1.8524e-07
4.7e+08,9.0554,0.36706,1.9374e-07
4.8e+08,9.6767,0.36825,2.0223e-07
4.9e+08,10.313,0.3694,2.1069e-07
5e+08,10.964,0.37051,2.1913e-07
5.1e+08,11.628,0.37159,2.2753e-07
5.2e+08,12.305,0.37264,2.3591e-07
5.3e+08,12.995,0.37366,2.4425e-07
5.4e+08,13.696,0.37465,2.5255e-07
5.5e+08,14.408,0.37561,2.6082e-07
5.6e+08,15.131,0.37655,2.6905e-07
5.7e+08,15.863,0.37746,2.7723e-07
5.8e+08,16.604,0.37835,2.8538e-07
5.9e+08,17.354,0.37921,2.9349e-07
6e+08,18.113,0.38005,3.0155e-07
6.1e+08,18.879,0.38088,3.0958e-07
6.2e+08,19.652,0.38168,3.1756e-07
6.3e+08,20.432,0.38246,3.255e-07
6.4e+08,21.219,0.38323,3.3339e-07
6.5e+08,22.012,0.38397,3.4125e-07
6.6e+08,22.81,0.3847,3.4906e-07
6.7e+08,23.614,0.38542,3.5683e-07
6.8e+08,24.422,0.38612,3.6456e-07
6.9e+08,25.236,0.3868,3.7225e-07
7e+08,26.054,0.38747,3.7989e-07
7.1e+08,26.876,0.38812,3.8749e-07
7.2e+08,27.701,0.38876,3.9506e-07
7.3e+08,28.531,0.38939,4.0258e-07
7.4e+08,29.363,0.39001,4.1006e-07
7.5e+08,30.199,0.39061,4.175e-07
7.6e+08,31.038,0.3912,4.249e-07
7.7e+08,31.879,0.39178,4.3226e-07
7.8e+08,32.722,0.39235,4.3958e-07
7.9e+08,33.568,0.39291,4.4686e-07
8e+08,34.416,0.39346,4.541e-07
8.1e+08,35.266,0.39399,4.613e-07
8.2e+08,36.118,0.39452,4.6847e-07
8.3e+08,36.971,0.39504,4.7559e-07
8.4e+08,37.825,0.39555,4.8268e-07
8.5e+08,38.681,0.39605,4.8973e-07
8.6e+08,39.538,0.39654,4.9674e-07
8.7e+08,40.396,0.39702,5.0371e-07
8.8e+08,41.254,0.3975,5.1065e-07
8.9e+08,42.114,0.39796,5.1754e-07
9e+08,42.973,0.39842,5.244e-07
9.1e+08,43.834,0.39887,5.3123e-07
9.2e+08,44.694,0.39931,5.3801e-07
9.3e+08,45.555,0.39975,5.4476e-07
9.4e+08,46.416,0.40018,5.5148e-07
9.5e+08,47.277,0.4006,5.5816e-07
9.6e+08,48.137,0.40102,5.648e-07
9.7e+08,48.998,0.40143,5.714e-07
9.8e+08,49.858,0.40183,5.7797e-07
9.9e+08,50.718,0.40223,5.8451e-07
1e+09,51.577,0.40262,5.9101e-07
