0.75000D-01,0.79447D+00,0.52211D-02,0.42230D-01,0.22792D-01,0.41423D-01,0.25920D-02,0.19485D-01,0.31009D+00,0.91928D-02,0.37654D-01,0.53522D-01,0.46224D-01,0.91408D-02,0.50199D-01,0.11785D+00,0.11583D-01,0.88294D-01,0.81925D-01,0.91535D-01,0.10231D-01,0.77124D-01,0.11764D+00
0.77500D-01,0.80550D+00,0.55898D-02,0.45224D-01,0.24693D-01,0.44359D-01,0.28124D-02,0.21151D-01,0.32385D+00,0.10013D-01,0.40780D-01,0.58065D-01,0.50016D-01,0.99302D-02,0.54464D-01,0.12734D+00,0.12571D-01,0.95598D-01,0.88718D-01,0.99081D-01,0.11117D-01,0.83576D-01,0.12715D+00
0.80000D-01,0.81590D+00,0.59630D-02,0.48253D-01,0.26639D-01,0.47330D-01,0.30385D-02,0.22860D-01,0.33707D+00,0.10857D-01,0.43972D-01,0.62717D-01,0.53880D-01,0.10741D-01,0.58833D-01,0.13704D+00,0.13587D-01,0.10308D+00,0.95676D-01,0.10680D+00,0.12030D-01,0.90189D-01,0.13685D+00
0.82500D-01,0.82572D+00,0.63400D-02,0.51313D-01,0.28628D-01,0.50330D-01,0.32701D-02,0.24610D-01,0.34976D+00,0.11725D-01,0.47222D-01,0.67469D-01,0.57810D-01,0.11571D-01,0.63298D-01,0.14691D+00,0.14630D-01,0.11071D+00,0.10279D+00,0.11468D+00,0.12969D-01,0.96953D-01,0.14673D+00
0.85000D-01,0.83499D+00,0.67206D-02,0.54400D-01,0.30656D-01,0.53358D-01,0.35066D-02,0.26398D-01,0.36192D+00,0.12614D-01,0.50524D-01,0.72313D-01,0.61796D-01,0.12421D-01,0.67853D-01,0.15694D+00,0.15699D-01,0.11850D+00,0.11004D+00,0.12270D+00,0.13932D-01,0.10386D+00,0.15675D+00
0.87500D-01,0.84375D+00,0.71044D-02,0.57510D-01,0.32720D-01,0.56408D-01,0.37479D-02,0.28222D-01,0.37360D+00,0.13525D-01,0.53873D-01,0.77240D-01,0.65833D-01,0.13288D-01,0.72488D-01,0.16712D+00,0.16793D-01,0.12642D+00,0.11742D+00,0.13086D+00,0.14918D-01,0.11089D+00,0.16691D+00
0.90000D-01,0.85202D+00,0.74909D-02,0.60642D-01,0.34818D-01,0.59479D-01,0.39936D-02,0.30079D-01,0.38479D+00,0.14455D-01,0.57263D-01,0.82244D-01,0.69912D-01,0.14171D-01,0.77199D-01,0.17743D+00,0.17909D-01,0.13446D+00,0.12492D+00,0.13913D+00,0.15928D-01,0.11805D+00,0.17719D+00
0.92500D-01,0.85983D+00,0.78801D-02,0.63791D-01,0.36947D-01,0.62568D-01,0.42434D-02,0.31966D-01,0.39553D+00,0.15403D-01,0.60689D-01,0.87317D-01,0.74029D-01,0.15070D-01,0.81978D-01,0.18786D+00,0.19048D-01,0.14262D+00,0.13253D+00,0.14752D+00,0.16958D-01,0.12531D+00,0.18757D+00
0.95000D-01,0.86721D+00,0.82715D-02,0.66957D-01,0.39105D-01,0.65672D-01,0.44971D-02,0.33882D-01,0.40583D+00,0.16369D-01,0.64146D-01,0.92453D-01,0.78176D-01,0.15984D-01,0.86818D-01,0.19838D+00,0.20207D-01,0.15087D+00,0.14024D+00,0.15601D+00,0.18009D-01,0.13268D+00,0.19804D+00
0.97500D-01,0.87419D+00,0.86650D-02,0.70135D-01,0.41289D-01,0.68789D-01,0.47544D-02,0.35824D-01,0.41571D+00,0.17352D-01,0.67630D-01,0.97645D-01,0.82349D-01,0.16911D-01,0.91716D-01,0.20899D+00,0.21387D-01,0.15922D+00,0.14804D+00,0.16458D+00,0.19080D-01,0.14014D+00,0.20858D+00
0.10000D+00,0.88079D+00,0.90604D-02,0.73325D-01,0.43498D-01,0.71918D-01,0.50151D-02,0.37791D-01,0.42519D+00,0.18350D-01,0.71136D-01,0.10289D+00,0.86543D-01,0.17850D-01,0.96664D-01,0.21967D+00,0.22585D-01,0.16766D+00,0.15593D+00,0.17323D+00,0.20169D-01,0.14768D+00,0.21918D+00
0.10250D+00,0.88703D+00,0.94574D-02,0.76525D-01,0.45729D-01,0.75056D-01,0.52789D-02,0.39781D-01,0.43429D+00,0.19363D-01,0.74661D-01,0.10818D+00,0.90752D-01,0.18802D-01,0.10166D+00,0.23041D+00,0.23802D-01,0.17616D+00,0.16389D+00,0.18195D+00,0.21276D-01,0.15530D+00,0.22983D+00
0.10500D+00,0.89293D+00,0.98559D-02,0.79733D-01,0.47981D-01,0.78201D-01,0.55458D-02,0.41792D-01,0.44303D+00,0.20390D-01,0.78201D-01,0.11350D+00,0.94973D-01,0.19765D-01,0.10670D+00,0.24120D+00,0.25036D-01,0.18474D+00,0.17191D+00,0.19073D+00,0.22401D-01,0.16299D+00,0.24052D+00
0.10750D+00,0.89851D+00,0.10256D-01,0.82947D-01,0.50252D-01,0.81353D-01,0.58153D-02,0.43822D-01,0.45143D+00,0.21430D-01,0.81752D-01,0.11887D+00,0.99201D-01,0.20738D-01,0.11177D+00,0.25202D+00,0.26286D-01,0.19337D+00,0.18000D+00,0.19956D+00,0.23541D-01,0.17074D+00,0.25123D+00
0.11000D+00,0.90378D+00,0.10657D-01,0.86166D-01,0.52540D-01,0.84510D-01,0.60875D-02,0.45870D-01,0.45951D+00,0.22483D-01,0.85312D-01,0.12426D+00,0.10343D+00,0.21721D-01,0.11687D+00,0.26288D+00,0.27552D-01,0.20205D+00,0.18813D+00,0.20843D+00,0.24698D-01,0.17855D+00,0.26195D+00
0.11250D+00,0.90878D+00,0.11059D-01,0.89389D-01,0.54843D-01,0.87671D-01,0.63621D-02,0.47935D-01,0.46727D+00,0.23548D-01,0.88877D-01,0.12968D+00,0.10766D+00,0.22713D-01,0.12201D+00,0.27375D+00,0.28833D-01,0.21077D+00,0.19632D+00,0.21734D+00,0.25869D-01,0.18641D+00,0.27268D+00
0.11500D+00,0.91351D+00,0.11462D-01,0.92614D-01,0.57161D-01,0.90835D-01,0.66390D-02,0.50015D-01,0.47474D+00,0.24623D-01,0.92445D-01,0.13512D+00,0.11189D+00,0.23714D-01,0.12717D+00,0.28462D+00,0.30128D-01,0.21953D+00,0.20454D+00,0.22628D+00,0.27055D-01,0.19432D+00,0.28341D+00
0.11750D+00,0.91798D+00,0.11867D-01,0.95842D-01,0.59492D-01,0.94001D-01,0.69180D-02,0.52108D-01,0.48193D+00,0.25709D-01,0.96013D-01,0.14058D+00,0.11611D+00,0.24723D-01,0.13235D+00,0.29550D+00,0.31437D-01,0.22831D+00,0.21279D+00,0.23524D+00,0.28255D-01,0.20226D+00,0.29412D+00
0.12000D+00,0.92222D+00,0.12272D-01,0.99069D-01,0.61835D-01,0.97167D-01,0.71990D-02,0.54215D-01,0.48885D+00,0.26806D-01,0.99579D-01,0.14606D+00,0.12033D+00,0.25739D-01,0.13755D+00,0.30637D+00,0.32758D-01,0.23712D+00,0.22108D+00,0.24422D+00,0.29467D-01,0.21023D+00,0.30480D+00
0.12250D+00,0.92623D+00,0.12677D-01,0.10230D+00,0.64188D-01,0.10033D+00,0.74818D-02,0.56333D-01,0.49553D+00,0.27911D-01,0.10314D+00,0.15154D+00,0.12453D+00,0.26763D-01,0.14276D+00,0.31722D+00,0.34092D-01,0.24594D+00,0.22938D+00,0.25320D+00,0.30693D-01,0.21823D+00,0.31546D+00
0.12500D+00,0.93003D+00,0.13084D-01,0.10552D+00,0.66551D-01,0.10350D+00,0.77664D-02,0.58462D-01,0.50196D+00,0.29026D-01,0.10670D+00,0.15704D+00,0.12872D+00,0.27793D-01,0.14798D+00,0.32804D+00,0.35437D-01,0.25478D+00,0.23770D+00,0.26219D+00,0.31930D-01,0.22625D+00,0.32608D+00
0.12750D+00,0.93363D+00,0.13491D-01,0.10875D+00,0.68923D-01,0.10666D+00,0.80526D-02,0.60600D-01,0.50816D+00,0.30149D-01,0.11024D+00,0.16254D+00,0.13289D+00,0.28829D-01,0.15322D+00,0.33883D+00,0.36793D-01,0.26362D+00,0.24604D+00,0.27117D+00,0.33179D-01,0.23429D+00,0.33666D+00
0.13000D+00,0.93704D+00,0.13898D-01,0.11197D+00,0.71302D-01,0.10982D+00,0.83403D-02,0.62747D-01,0.51415D+00,0.31279D-01,0.11378D+00,0.16804D+00,0.13704D+00,0.29871D-01,0.15846D+00,0.34959D+00,0.38160D-01,0.27246D+00,0.25438D+00,0.28015D+00,0.34439D-01,0.24234D+00,0.34718D+00
0.13250D+00,0.94026D+00,0.14306D-01,0.11519D+00,0.73687D-01,0.11298D+00,0.86295D-02,0.64902D-01,0.51993D+00,0.32418D-01,0.11730D+00,0.17354D+00,0.14117D+00,0.30918D-01,0.16370D+00,0.36030D+00,0.39536D-01,0.28129D+00,0.26273D+00,0.28912D+00,0.35710D-01,0.25041D+00,0.35765D+00
0.13500D+00,0.94332D+00,0.14714D-01,0.11841D+00,0.76078D-01,0.11614D+00,0.89200D-02,0.67064D-01,0.52552D+00,0.33563D-01,0.12081D+00,0.17904D+00,0.14528D+00,0.31971D-01,0.16895D+00,0.37096D+00,0.40922D-01,0.29011D+00,0.27107D+00,0.29806D+00,0.36991D-01,0.25847D+00,0.36806D+00
0.13750D+00,0.94622D+00,0.15123D-01,0.12162D+00,0.78475D-01,0.11929D+00,0.92117D-02,0.69233D-01,0.53092D+00,0.34715D-01,0.12431D+00,0.18454D+00,0.14937D+00,0.33028D-01,0.17419D+00,0.38156D+00,0.42317D-01,0.29892D+00,0.27941D+00,0.30699D+00,0.38281D-01,0.26654D+00,0.37839D+00
0.14000D+00,0.94897D+00,0.15532D-01,0.12483D+00,0.80875D-01,0.12244D+00,0.95046D-02,0.71407D-01,0.53615D+00,0.35874D-01,0.12779D+00,0.19002D+00,0.15343D+00,0.34089D-01,0.17944D+00,0.39210D+00,0.43721D-01,0.30771D+00,0.28774D+00,0.31589D+00,0.39581D-01,0.27460D+00,0.38866D+00
0.14250D+00,0.95158D+00,0.15942D-01,0.12803D+00,0.83279D-01,0.12558D+00,0.97985D-02,0.73586D-01,0.54120D+00,0.37038D-01,0.13125D+00,0.19550D+00,0.15746D+00,0.35155D-01,0.18467D+00,0.40257D+00,0.45133D-01,0.31648D+00,0.29605D+00,0.32475D+00,0.40890D-01,0.28265D+00,0.39885D+00
0.14500D+00,0.95405D+00,0.16351D-01,0.13123D+00,0.85686D-01,0.12872D+00,0.10094D-01,0.75769D-01,0.54610D+00,0.38208D-01,0.13470D+00,0.20097D+00,0.16147D+00,0.36224D-01,0.18991D+00,0.41298D+00,0.46552D-01,0.32522D+00,0.30435D+00,0.33359D+00,0.42207D-01,0.29070D+00,0.40895D+00
0.14750D+00,0.95639D+00,0.16761D-01,0.13442D+00,0.88095D-01,0.13185D+00,0.10389D-01,0.77956D-01,0.55085D+00,0.39383D-01,0.13812D+00,0.20643D+00,0.16545D+00,0.37297D-01,0.19513D+00,0.42330D+00,0.47979D-01,0.33393D+00,0.31263D+00,0.34238D+00,0.43533D-01,0.29873D+00,0.41898D+00
0.15000D+00,0.95861D+00,0.17171D-01,0.13760D+00,0.90506D-01,0.13498D+00,0.10686D-01,0.80146D-01,0.55545D+00,0.40564D-01,0.14152D+00,0.21187D+00,0.16939D+00,0.38373D-01,0.20034D+00,0.43355D+00,0.49413D-01,0.34260D+00,0.32089D+00,0.35113D+00,0.44866D-01,0.30674D+00,0.42891D+00
0.15250D+00,0.96072D+00,0.17582D-01,0.14078D+00,0.92918D-01,0.13810D+00,0.10984D-01,0.82339D-01,0.55991D+00,0.41749D-01,0.14490D+00,0.21729D+00,0.17331D+00,0.39452D-01,0.20554D+00,0.44372D+00,0.50854D-01,0.35124D+00,0.32912D+00,0.35984D+00,0.46207D-01,0.31474D+00,0.43875D+00
0.15500D+00,0.96272D+00,0.17992D-01,0.14396D+00,0.95331D-01,0.14122D+00,0.11282D-01,0.84534D-01,0.56425D+00,0.42938D-01,0.14826D+00,0.22270D+00,0.17719D+00,0.40534D-01,0.21073D+00,0.45380D+00,0.52300D-01,0.35984D+00,0.33732D+00,0.36850D+00,0.47555D-01,0.32271D+00,0.44849D+00
0.15750D+00,0.96461D+00,0.18403D-01,0.14712D+00,0.97744D-01,0.14432D+00,0.11582D-01,0.86731D-01,0.56846D+00,0.44132D-01,0.15160D+00,0.22809D+00,0.18104D+00,0.41619D-01,0.21591D+00,0.46379D+00,0.53753D-01,0.36839D+00,0.34549D+00,0.37711D+00,0.48910D-01,0.33066D+00,0.45814D+00
0.16000D+00,0.96641D+00,0.18813D-01,0.15028D+00,0.10016D+00,0.14743D+00,0.11881D-01,0.88930D-01,0.57255D+00,0.45329D-01,0.15491D+00,0.23345D+00,0.18486D+00,0.42706D-01,0.22107D+00,0.47369D+00,0.55211D-01,0.37690D+00,0.35363D+00,0.38567D+00,0.50272D-01,0.33858D+00,0.46769D+00
0.16250D+00,0.96812D+00,0.19224D-01,0.15343D+00,0.10257D+00,0.15052D+00,0.12182D-01,0.91129D-01,0.57652D+00,0.46531D-01,0.15819D+00,0.23880D+00,0.18864D+00,0.43796D-01,0.22621D+00,0.48349D+00,0.56674D-01,0.38536D+00,0.36173D+00,0.39417D+00,0.51640D-01,0.34647D+00,0.47713D+00
0.16500D+00,0.96973D+00,0.19635D-01,0.15657D+00,0.10498D+00,0.15361D+00,0.12483D-01,0.93329D-01,0.58040D+00,0.47736D-01,0.16145D+00,0.24412D+00,0.19238D+00,0.44888D-01,0.23134D+00,0.49320D+00,0.58142D-01,0.39377D+00,0.36980D+00,0.40261D+00,0.53014D-01,0.35432D+00,0.48646D+00
0.16750D+00,0.97127D+00,0.20046D-01,0.15971D+00,0.10739D+00,0.15668D+00,0.12785D-01,0.95529D-01,0.58416D+00,0.48944D-01,0.16469D+00,0.24942D+00,0.19609D+00,0.45981D-01,0.23645D+00,0.50281D+00,0.59615D-01,0.40212D+00,0.37782D+00,0.41098D+00,0.54394D-01,0.36215D+00,0.49569D+00
0.17000D+00,0.97273D+00,0.20457D-01,0.16283D+00,0.10980D+00,0.15976D+00,0.13087D-01,0.97729D-01,0.58783D+00,0.50155D-01,0.16789D+00,0.25470D+00,0.19976D+00,0.47077D-01,0.24153D+00,0.51231D+00,0.61093D-01,0.41042D+00,0.38580D+00,0.41930D+00,0.55779D-01,0.36993D+00,0.50481D+00
0.17250D+00,0.97411D+00,0.20868D-01,0.16595D+00,0.11220D+00,0.16282D+00,0.13389D-01,0.99929D-01,0.59141D+00,0.51369D-01,0.17107D+00,0.25995D+00,0.20339D+00,0.48174D-01,0.24660D+00,0.52171D+00,0.62574D-01,0.41866D+00,0.39373D+00,0.42755D+00,0.57170D-01,0.37768D+00,0.51382D+00
0.17500D+00,0.97543D+00,0.21279D-01,0.16906D+00,0.11461D+00,0.16588D+00,0.13693D-01,0.10213D+00,0.59490D+00,0.52586D-01,0.17422D+00,0.26517D+00,0.20699D+00,0.49273D-01,0.25164D+00,0.53100D+00,0.64059D-01,0.42684D+00,0.40162D+00,0.43573D+00,0.58566D-01,0.38539D+00,0.52272D+00
0.17750D+00,0.97667D+00,0.21690D-01,0.17216D+00,0.11701D+00,0.16892D+00,0.13996D-01,0.10433D+00,0.59831D+00,0.53806D-01,0.17735D+00,0.27037D+00,0.21054D+00,0.50373D-01,0.25667D+00,0.54019D+00,0.65548D-01,0.43495D+00,0.40946D+00,0.44385D+00,0.59966D-01,0.39305D+00,0.53150D+00
0.18000D+00,0.97786D+00,0.22101D-01,0.17526D+00,0.11941D+00,0.17196D+00,0.14300D-01,0.10652D+00,0.60163D+00,0.55028D-01,0.18044D+00,0.27553D+00,0.21406D+00,0.51474D-01,0.26166D+00,0.54926D+00,0.67041D-01,0.44300D+00,0.41725D+00,0.45189D+00,0.61372D-01,0.40068D+00,0.54016D+00
0.18250D+00,0.97898D+00,0.22512D-01,0.17834D+00,0.12180D+00,0.17499D+00,0.14604D-01,0.10872D+00,0.60488D+00,0.56252D-01,0.18350D+00,0.28067D+00,0.21754D+00,0.52577D-01,0.26664D+00,0.55823D+00,0.68537D-01,0.45099D+00,0.42498D+00,0.45986D+00,0.62781D-01,0.40825D+00,0.54872D+00
0.18500D+00,0.98005D+00,0.22923D-01,0.18141D+00,0.12419D+00,0.17802D+00,0.14909D-01,0.11091D+00,0.60805D+00,0.57479D-01,0.18654D+00,0.28578D+00,0.22098D+00,0.53681D-01,0.27159D+00,0.56708D+00,0.70035D-01,0.45891D+00,0.43267D+00,0.46776D+00,0.64195D-01,0.41578D+00,0.55715D+00
0.18750D+00,0.98106D+00,0.23334D-01,0.18448D+00,0.12658D+00,0.18103D+00,0.15214D-01,0.11310D+00,0.61115D+00,0.58707D-01,0.18954D+00,0.29086D+00,0.22438D+00,0.54786D-01,0.27652D+00,0.57582D+00,0.71537D-01,0.46676D+00,0.44030D+00,0.47558D+00,0.65613D-01,0.42326D+00,0.56547D+00
0.19000D+00,0.98203D+00,0.23745D-01,0.18754D+00,0.12897D+00,0.18404D+00,0.15520D-01,0.11530D+00,0.61419D+00,0.59937D-01,0.19251D+00,0.29591D+00,0.22773D+00,0.55892D-01,0.28142D+00,0.58445D+00,0.73041D-01,0.47454D+00,0.44787D+00,0.48333D+00,0.67035D-01,0.43069D+00,0.57367D+00
