time,integral1,integral2,integral3,integral4,integral5,integral6,integral7,integral8,volume1,volume2,volume3,volume4,volume5,volume6,volume7,volume8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.00029502466752428,0.00020528852114022,1.6804550350559e-05,8.5407514062506e-06,3.5009877209667e-07,1.8933958763695e-07,3.7238853056024e-07,1.8715918982852e-07,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.02,0.00081067033657183,0.00035622992530952,7.2459053790697e-05,3.7657278859828e-05,2.4690416510812e-06,1.3651032864183e-06,2.5989892803882e-06,1.3357120625496e-06,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.03,0.0014523311409278,0.00046131300227235,0.00017891213088078,9.4538138045993e-05,9.1717412055748e-06,5.1980230602185e-06,9.5552237325756e-06,5.0481999579731e-06,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.04,0.0021594946070286,0.00053967921266162,0.00033656147642726,0.00018009540443238,2.3960207404847e-05,1.3957405297004e-05,2.4701674707697e-05,1.3494897364727e-05,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.05,0.0028944520335368,0.00060235085756142,0.00053992975196171,0.00029192766679718,4.959958464284e-05,2.9776587512996e-05,5.0579753095217e-05,2.8754745845506e-05,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.06,0.0036313078347868,0.00065513142616842,0.00078219936753214,0.0004270230141919,8.6932126248055e-05,5.391766660367e-05,8.7627832454108e-05,5.2173548264859e-05,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.07,0.004351125225093,0.00070122035463283,0.0010568033204215,0.00058278201377562,0.00013460833113327,8.6434070396718e-05,0.00013399790705826,8.4066873526381e-05,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.08,0.005040358687051,0.00074250998351215,0.0013574169592449,0.00075697084876196,0.0001897057343268,0.00012630330367606,0.00018629765118924,0.00012380533362676,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.09,0.0056901395596655,0.00078019477767945,0.0016776641026779,0.00094740082320233,0.00024873293930676,0.0001718385898464,0.00024070452332461,0.00017011549407742,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.1,0.006295473187168,0.00081507113697903,0.0020110558294119,0.0011517122058547,0.0003085022159683,0.00022113274258701,0.00029390428415144,0.00022140611738355,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.11,0.0068543091517349,0.00084769507796658,0.0023511776818706,0.0013673234401853,0.00036661210961908,0.00027238024482956,0.00034358773523735,0.00027601356797621,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.12,0.0073666811355454,0.00087847021809106,0.0026919871843824,0.0015914906881597,0.00042154682679774,0.00032404287270173,0.00038852079899011,0.00033234964138879,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.13,0.007834034366252,0.00090769925430218,0.0030280974106386,0.0018214148877709,0.00047253585342617,0.00037489687408028,0.00042834731763844,0.0003889802920232,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.14,0.0082587435291857,0.00093561530382215,0.0033549779889648,0.0020543557568242,0.00051932809443591,0.00042401700877854,0.0004632960645013,0.00044466787579292,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.15,0.0086437701380296,0.00096240169966086,0.0036690529573606,0.0022877323239228,0.000561982234422,0.00047073857646235,0.00049390810529509,0.00049839569552965,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.16,0.0089924078995236,0.00098820496018111,0.0039677047113571,0.0025192016041213,0.00060071520473774,0.0005146177343323,0.00052083592184575,0.00054938023930167,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.17,0.0093080844702501,0.0010131436074617,0.0042492073023448,0.0027467132070436,0.00063581048719199,0.00055539577923027,0.00054472018761213,0.00059707036863146,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.18,0.0095942059875024,0.0010373143865198,0.0045126155129878,0.0029685407786359,0.00066757056200644,0.00059296673702642,0.00056612815858204,0.00064113272029957,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.19,0.0098540399617286,0.001060796804618,0.0047576330638447,0.0031832928496065,0.00069629559715845,0.00062734669665269,0.00058553251212861,0.00068142511776683,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.2,0.010090634183281,0.0010836565465225,0.0049844775403925,0.003389906568349,0.00072227496476816,0.00065864446887227,0.00060331270267088,0.00071796203681532,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.21,0.010306768009434,0.0011059481098376,0.0051937535390423,0.0035876281780186,0.00074578376485279,0.00068703427636764,0.00061976655629695,0.00075087699025179,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.22,0.010504930615068,0.0011277168794225,0.0053863403964852,0.0037759840778273,0.00076708078499024,0.00071273159277445,0.00063512491372638,0.00078038616987402,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.23,0.010687319827473,0.0011490007848201,0.0055632971383105,0.0039547459974027,0.00078640677788843,0.00073597303073916,0.00064956571413088,0.00080675640180316,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.24,0.010855855238223,0.0011698316387359,0.0057257848928104,0.0041238933217408,0.00080398301453481,0.0007570006671174,0.00066322606719654,0.00083027902913808,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.25,0.011012200101561,0.0011902362258977,0.005875005662558,0.0042835750312581,0.00082001034971765,0.00077605067428133,0.00067621199140439,0.00085125011797165,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.26,0.011157787694014,0.0012102371931264,0.0060121556887135,0.0044340731404016,0.00083466896891742,0.00079334575236913,0.00068860600323816,0.00086995654556632,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.27,0.011293849012259,0.001229853779119,0.00613839140103,0.0045757689763689,0.0008481188326307,0.00080909066460853,0.00070047291458446,0.00088666707032148,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.28,0.011421439742787,0.0012491024138905,0.0062548059301055,0.0047091131623272,0.00086050071193546,0.00082347013731449,0.00071186421097721,0.000901627320455,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.29,0.011541465272512,0.0012679972116546,0.0063624142565604,0.0048345997679728,0.00087193764765906,0.00083664844584129,0.00072282133705864,0.00091505767033948,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.3,0.011654703118884,0.0012865503763086,0.0064621452275163,0.0049527447664141,0.000882536656118,0.00084877011839824,0.0007333781535865,0.00092715311075049,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
0.31,0.011761822571329,0.0013047725351177,0.0065548388569843,0.0050640686873349,0.00089239052714249,0.00085996131495754,0.00074356277169582,0.00093808439679946,0.015736540093918,0.00225,0.0099000016493959,0.0099,0.0012,0.0012,0.0012,0.0012
