1e+07,0.00154969,0.0233449,5.3543e-11
2e+07,0.00890197,0.0568021,2.92344e-10
3e+07,0.0290115,0.0926528,9.05396e-10
4e+07,0.0706761,0.127022,2.09624e-09
5e+07,0.143378,0.158197,4.04307e-09
6e+07,0.256233,0.185637,6.87393e-09
7e+07,0.417251,0.209398,1.06582e-08
8e+07,0.632911,0.229808,1.54105e-08
9e+07,0.908028,0.247299,2.11009e-08
1e+08,1.2458,0.262307,2.7668e-08
1.1e+08,1.64796,0.275235,3.50309e-08
1.2e+08,2.11502,0.286436,4.30993e-08
1.3e+08,2.64647,0.296205,5.1781e-08
1.4e+08,3.24103,0.304788,6.09869e-08
1.5e+08,3.89682,0.312387,7.06345e-08
1.6e+08,4.61151,0.319162,8.06487e-08
1.7e+08,5.38252,0.325247,9.09634e-08
1.8e+08,6.20704,0.330747,1.0152e-07
1.9e+08,7.08221,0.335748,1.1227e-07
2e+08,8.00509,0.340322,1.23169e-07
2.1e+08,8.9728,0.344524,1.3418e-07
2.2e+08,9.98249,0.348402,1.45273e-07
2.3e+08,11.0314,0.351995,1.56422e-07
2.4e+08,12.1169,0.355336,1.67603e-07
2.5e+08,13.2363,0.358452,1.78799e-07
2.6e+08,14.3874,0.361366,1.89993e-07
2.7e+08,15.5677,0.364099,2.01172e-07
2.8e+08,16.7751,0.366667,2.12324e-07
2.9e+08,18.0074,0.369086,2.23441e-07
3e+08,19.2628,0.371369,2.34513e-07
3.1e+08,20.5394,0.373528,2.45535e-07
3.2e+08,21.8354,0.375572,2.565e-07
3.3e+08,23.1493,0.377512,2.67404e-07
3.4e+08,24.4794,0.379354,2.78242e-07
3.5e+08,25.8244,0.381107,2.89012e-07
3.6e+08,27.1828,0.382778,2.9971e-07
3.7e+08,28.5535,0.384371,3.10333e-07
3.8e+08,29.9351,0.385893,3.20881e-07
3.9e+08,31.3266,0.387349,3.3135e-07
4e+08,32.7269,0.388743,3.41741e-07
4.1e+08,34.135,0.390079,3.52052e-07
4.2e+08,35.55,0.391361,3.62281e-07
4.3e+08,36.9709,0.392592,3.72429e-07
4.4e+08,38.3969,0.393776,3.82495e-07
4.5e+08,39.8273,0.394915,3.92478e-07
4.6e+08,41.2613,0.396013,4.02378e-07
4.7e+08,42.6982,0.397071,4.12195e-07
4.8e+08,44.1374,0.398092,4.21929e-07
4.9e+08,45.5781,0.399079,4.31581e-07
5e+08,47.0199,0.400032,4.41149e-07
5.1e+08,48.4621,0.400953,4.50635e-07
5.2e+08,49.9043,0.401846,4.60038e-07
5.3e+08,51.3459,0.40271,4.69359e-07
5.4e+08,52.7865,0.403547,4.78598e-07
5.5e+08,54.2257,0.404359,4.87755e-07
5.6e+08,55.6629,0.405147,4.96831e-07
5.7e+08,57.0979,0.405912,5.05826e-07
5.8e+08,58.5302,0.406655,5.1474e-07
5.9e+08,59.9594,0.407378,5.23574e-07
6e+08,61.3853,0.40808,5.32328e-07
6.1e+08,62.8076,0.408763,5.41003e-07
6.2e+08,64.2258,0.409429,5.49599e-07
6.3e+08,65.6398,0.410077,5.58116e-07
6.4e+08,67.0493,0.410708,5.66556e-07
6.5e+08,68.454,0.411323,5.74917e-07
6.6e+08,69.8537,0.411923,5.83202e-07
6.7e+08,71.2481,0.412508,5.9141e-07
6.8e+08,72.637,0.413079,5.99542e-07
6.9e+08,74.0203,0.413636,6.07598e-07
7e+08,75.3977,0.414181,6.15578e-07
7.1e+08,76.7691,0.414713,6.23484e-07
7.2e+08,78.1342,0.415232,6.31316e-07
7.3e+08,79.493,0.41574,6.39073e-07
7.4e+08,80.8453,0.416237,6.46758e-07
7.5e+08,82.1909,0.416723,6.54369e-07
7.6e+08,83.5296,0.417198,6.61908e-07
7.7e+08,84.8615,0.417664,6.69375e-07
7.8e+08,86.1863,0.418119,6.76771e-07
7.9e+08,87.5039,0.418565,6.84096e-07
8e+08,88.8143,0.419002,6.9135e-07
8.1e+08,90.1173,0.419431,6.98534e-07
8.2e+08,91.4129,0.41985,7.05649e-07
8.3e+08,92.7009,0.420261,7.12694e-07
8.4e+08,93.9813,0.420665,7.19671e-07
8.5e+08,95.254,0.42106,7.26581e-07
8.6e+08,96.519,0.421448,7.33422e-07
8.7e+08,97.7761,0.421829,7.40196e-07
8.8e+08,99.0254,0.422203,7.46904e-07
8.9e+08,100.267,0.42257,7.53546e-07
9e+08,101.5,0.42293,7.60122e-07
9.1e+08,102.725,0.423284,7.66633e-07
9.2e+08,103.943,0.423631,7.73079e-07
9.3e+08,105.152,0.423972,7.79461e-07
9.4e+08,106.353,0.424308,7.8578e-07
9.5e+08,107.546,0.424637,7.92035e-07
9.6e+08,108.73,0.424961,7.98227e-07
9.7e+08,109.907,0.42528,8.04358e-07
9.8e+08,111.075,0.425593,8.10426e-07
9.9e+08,112.235,0.425902,8.16434e-07
1e+09,113.387,0.426205,8.2238e-07
