   2.5000000e-03   8.9777794e-02   4.9499945e-06   7.1966023e-06   7.9732576e-07   7.1193382e-06   5.7365510e-07   5.1331866e-07   1.3831821e-07   1.3831821e-07   4.9138726e-08   3.2935564e-07   1.0601216e-07   8.9531221e-07   2.6098881e-07   3.6383611e-06   3.8851653e-06   1.3278570e-06   8.7200839e-07   1.5018714e-06   9.8313306e-07   4.5412777e-07   3.3604105e-07
   5.0000000e-03   1.2678702e-01   2.7703084e-05   4.0393931e-05   5.0844156e-06   3.9973693e-05   3.6408579e-06   3.3403548e-06   1.0719851e-06   1.0719851e-06   3.9232739e-07   2.4331954e-06   8.3021852e-07   6.4500979e-06   1.9402802e-06   2.5041217e-05   2.6858410e-05   9.6514069e-06   6.6436354e-06   1.0845141e-05   7.4308289e-06   3.5716033e-06   2.7511968e-06
   7.5000000e-03   1.6378568e-01   8.8569602e-05   1.2972146e-04   1.8230853e-05   1.2840757e-04   1.2987297e-05   1.2211735e-05   4.5443247e-06   4.5443247e-06   1.7141449e-06   9.9052655e-06   3.5563403e-06   2.5589039e-05   7.9481539e-06   9.5786743e-05   1.0295036e-04   3.8795216e-05   2.7808789e-05   4.3341226e-05   3.0882749e-05   1.5404999e-05   1.2287533e-05
   1.0000000e-02   2.0057072e-01   2.1263554e-04   3.1317595e-04   4.8497406e-05   3.1007487e-04   3.4358518e-05   3.3094227e-05   1.3983436e-05   1.3983436e-05   5.4372843e-06   2.9444898e-05   1.1056838e-05   7.4098311e-05   2.3772365e-05   2.6926614e-04   2.8952344e-04   1.1413194e-04   8.4731306e-05   1.2684711e-04   9.3496842e-05   4.8284993e-05   3.9706734e-05
   1.2500000e-02   2.3694516e-01   4.2631307e-04   6.3193434e-04   1.0672295e-04   6.2579371e-04   7.5174353e-05   7.4134135e-05   3.4977064e-05   3.4977064e-05   1.4018351e-05   7.1494642e-05   2.7938157e-05   1.7521857e-04   5.8066121e-05   6.2123287e-04   6.6745861e-04   2.7461669e-04   2.1020496e-04   3.0379724e-04   2.3061548e-04   1.2303098e-04   1.0393066e-04
   1.5000000e-02   2.7272427e-01   7.5416320e-04   1.1258526e-03   2.0565453e-04   1.1150794e-03   1.4400013e-04   1.4531223e-04   7.5527317e-05   7.5527317e-05   3.1190464e-05   1.5044884e-04   6.0926069e-05   3.5906797e-04   1.2289456e-04   1.2466828e-03   1.3372715e-03   5.7303745e-04   4.5055246e-04   6.3128179e-04   4.9171823e-04   2.7044765e-04   2.3397879e-04
   1.7500000e-02   3.0774165e-01   1.2165248e-03   1.8299161e-03   3.5910911e-04   1.8126177e-03   2.4991787e-04   2.5791736e-04   1.4605338e-04   1.4605338e-04   6.2117847e-05   2.8443472e-04   1.1895052e-04   6.6112946e-04   2.3362403e-04   2.2540149e-03   2.4122943e-03   1.0745095e-03   8.6504860e-04   1.1792486e-03   9.3957846e-04   5.3180735e-04   4.7000792e-04
   2.0000000e-02   3.4185387e-01   1.8281012e-03   2.7719079e-03   5.8112163e-04   2.7459448e-03   4.0191020e-04   4.2394166e-04   2.5915888e-04   2.5915888e-04   1.1344469e-04   4.9473671e-04   2.1302960e-04   1.1201562e-03   4.0849890e-04   3.7577193e-03   4.0103560e-03   1.8535517e-03   1.5237982e-03   2.0272268e-03   1.6477994e-03   9.5823140e-04   8.6325267e-04
   2.2500000e-02   3.7494287e-01   2.5974260e-03   3.9712482e-03   8.8518438e-04   3.9342908e-03   6.0833019e-04   6.5547929e-04   4.2920926e-04   4.2920926e-04   1.9323571e-04   8.0496694e-04   3.5597966e-04   1.7758486e-03   6.6798316e-04   5.8707863e-03   6.2453021e-03   2.9902404e-03   2.5044306e-03   3.2601227e-03   2.6971360e-03   1.6090661e-03   1.4748602e-03
   2.5000000e-02   4.0691664e-01   3.5270185e-03   5.4388025e-03   1.2836364e-03   5.3883855e-03   8.7649441e-04   9.6418580e-04   6.7177677e-04   6.7177677e-04   3.1081754e-04   1.2400916e-03   5.6199384e-04   2.6665929e-03   1.0339556e-03   8.6977818e-03   9.2194013e-03   4.5659682e-03   3.8880842e-03   4.9636581e-03   4.1711156e-03   2.5494776e-03   2.3737710e-03
   2.7500000e-02   4.3770823e-01   4.6140117e-03   7.1773991e-03   1.7872242e-03   7.1109705e-03   1.2124098e-03   1.3608317e-03   1.0030129e-03   1.0030129e-03   4.7653856e-04   1.8254140e-03   8.4613741e-04   3.8274690e-03   1.5288439e-03   1.2329218e-02   1.3017321e-02   6.6592806e-03   5.7551687e-03   7.2199509e-03   6.1514719e-03   3.8475558e-03   3.6339028e-03
   3.0000000e-02   4.6727374e-01   5.8510519e-03   9.1828038e-03   2.4048301e-03   9.0977670e-03   1.6206260e-03   1.8549646e-03   1.4390031e-03   1.4390031e-03   7.0146944e-04   2.5855967e-03   1.2238070e-03   5.2886512e-03   2.1747724e-03   1.6837541e-02   1.7702010e-02   9.3421619e-03   8.1813323e-03   1.0103624e-02   8.7138444e-03   5.5712327e-03   5.3309423e-03
