time,intC00,intC01,intC02,intC03,intC04,intC05,intC06,intC07,intC08,intC09,intC10,intC11,intC12,intC13,intC14,intC15,intC16,intC17,intC18,intC19,intC20,intC21,intD00,intD01,intD02,intD03,intD04,intD05,intD06,intD07,intD08,intD09,intD10,intD11,intD12,intD13,intD14,intD15,intD16,intD17,intD18,intD19,intD20,intD21
0.025,0.048745706724378,0.0001423930576544,0.00070176573028066,2.9371539660919e-06,0.00054623772010762,6.535986130812e-07,4.0087149449774e-06,3.9193857018356e-16,3.9193857018356e-16,7.2774911477863e-14,2.9982487300014e-12,7.2252534563904e-14,1.3028102431152e-13,5.5376214358068e-12,9.8358906275418e-10,7.6975533673375e-12,7.3628434577575e-11,3.6436549947885e-12,5.2625271560345e-11,1.5214653755922e-13,4.9369572611427e-12,3.7385797460372e-14,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0275,0.052897152384369,0.00020224886370656,0.00096553910702692,4.9432091551723e-06,0.00075508747672756,1.1021588553624e-06,6.6532682092204e-06,1.1846795649772e-15,1.1846795649772e-15,2.0425743973926e-13,7.6838905770498e-12,2.02814555117e-13,3.4638652297932e-13,1.4221009226254e-11,2.1460581583342e-09,1.8351436832143e-11,1.7410290302284e-10,9.160321124183e-12,1.239409993618e-10,3.8704386771716e-13,1.2451839978306e-11,1.0212768582564e-13,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.03,0.056927937765893,0.00027767957050202,0.0012856568039382,7.9566430983399e-06,0.0010099395470537,1.7784385745921e-06,1.056772071776e-05,3.3418400221955e-15,3.3418400221955e-15,5.3660401573675e-13,1.8479763499783e-11,5.3283085093113e-13,8.6325060786348e-13,3.4260476319686e-11,4.4106801516823e-09,4.1118227858618e-11,3.8686089070064e-10,2.1611743362923e-11,2.7445217157572e-10,9.2444635869583e-13,2.9461061345115e-11,2.6122752673275e-13,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0325,0.060829860776965,0.00037039090828345,0.0016650852685547,1.2322104529075e-05,0.0013136031553005,2.7623258634342e-06,1.6160062957611e-05,8.864820598173e-15,8.864820598173e-15,1.3293174764604e-12,4.2013293491111e-11,1.3199213230882e-12,2.0314545753792e-12,7.7999922188246e-11,8.6002174074084e-09,8.7216708299228e-11,8.1366171963916e-10,4.8200311722539e-11,5.7554932337998e-10,2.0882857692795e-12,6.5870628653016e-11,6.3032375245864e-13,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.035,0.064596256013165,0.00048193414754829,0.0021059071047129,1.8449476282759e-05,0.0016681966285864,4.1499910432542e-06,2.3907354971321e-05,2.2253189564134e-14,2.2253189564134e-14,3.1244119292036e-12,9.0839778927229e-11,3.1020280452592e-12,4.5417005313876e-12,1.6883584840322e-10,1.6003430767142e-08,1.7618630853167e-10,1.6295865373031e-09,1.0223901424353e-10,1.1498732268113e-09,4.488481842475e-12,1.4002350340524e-10,1.4436207910082e-12,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0375,0.068221955542313,0.00061368364084675,0.0026093695352496,2.6814394158275e-05,0.0020751742202262,6.0545459168777e-06,3.4354751490947e-05,5.3144560666394e-14,5.3144560666394e-14,7.0034500286081e-12,1.8774345908394e-10,6.9522546096887e-12,9.6959993291347e-12,3.4923091251014e-10,2.8560002862191e-08,3.4067148050396e-10,3.1234726595238e-09,2.0729671059099e-10,2.1995601870648e-09,9.2257595144248e-12,2.844383825679e-10,3.1545263328538e-12,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.04,0.071703209208659,0.00076682135576016,0.0031759498670398,3.7956899052736e-05,0.0025353685869556,8.6063284721817e-06,4.8112793931912e-05,1.212928284954e-13,1.212928284954e-13,1.5037088087725e-11,3.7249499842584e-10,1.4924335493752e-11,1.9852557825782e-11,6.932862282602e-10,4.9086073546222e-08,6.3320286042915e-10,5.7540739748586e-09,4.0350257959284e-10,4.0455448383479e-09,1.8211989898639e-11,5.5453893479918e-10,6.6056621213491e-12,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0425,0.075037580148013,0.00094232754687103,0.0038054304432203,5.2478327309585e-05,0.0030490427995614,1.1952812527191e-05,6.5853178759943e-05,2.6559118940796e-13,2.6559118940796e-13,3.1042649788595e-11,7.1210562331218e-10,3.0802923383491e-11,3.9130004519186e-11,1.3257822474629e-09,8.1538880463317e-08,1.1354834470417e-09,1.0225311105187e-08,7.5680057245049e-10,7.1803681974395e-09,3.4654475377197e-11,1.0414632480118e-09,1.3305754820907e-11,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.045,0.078223827026313,0.0011409767463732,0.0044969776194336,7.1036614836251e-05,0.0036159472981694,1.6258155639267e-05,8.8303243787333e-05,5.5984136790716e-13,5.5984136790716e-13,6.1817971505907e-11,1.3158989430305e-09,6.1324849096201e-11,7.4486185778262e-11,2.450097226957e-09,1.3131584859379e-07,1.9707081581628e-09,1.7583783331634e-08,1.3720981318432e-09,1.2336862756722e-08,6.3765655845248e-11,1.8902484875862e-09,2.5865715238803e-11,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0475,0.081261781136001,0.001363338301717,0.0052492209420669,9.4340239873868e-05,0.0042353784758361,2.1702409604098e-05,0.00011623942441899,1.139401907278e-12,1.139401907278e-12,1.1908863391411e-10,2.3570219471729e-09,1.1810530744431e-10,1.373215748882e-10,4.3879359311675e-09,2.0558022527489e-07,3.3194335994681e-09,2.9341217872622e-08,2.4113916017909e-09,2.057480972506e-08,1.137738086212e-10,3.3248657296622e-09,4.8664497573573e-11,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.05,0.084152223885997,0.0016097807427311,0.0060603299647773,0.0001231410587874,0.0049062365830477,2.8480426185624e-05,0.00015047992644208,2.2448396793499e-12,2.2448396793499e-12,2.2249257992283e-10,4.102320567515e-09,2.2058833641989e-10,2.457966415272e-10,7.6343161999991e-09,3.1360229678633e-07,5.4394665935979e-09,4.7623713807157e-08,4.1180579273788e-09,3.3387170053732e-08,1.9732479156354e-10,5.6817120254523e-09,8.8837084583183e-11,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0525,0.086896768292943,0.0018804793153011,0.0069280870730556,0.00015822630149344,0.0056270814182383,3.6800496617056e-05,0.00019187684597683,4.2913916746485e-12,4.2913916746485e-12,4.0403202687065e-10,6.9527920467941e-09,4.004449137537e-10,4.2809503069605e-10,1.2931726674789e-08,4.6710262402715e-07,8.6901524364998e-09,7.5348508995468e-08,6.8485619995917e-09,5.2826782151537e-08,3.3337890456054e-10,9.4532277210598e-09,1.5770186287917e-10,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.055,0.089497746692377,0.0021754260724705,0.0078499553596575,0.00020040999130753,0.0063961848438844,4.6882767215724e-05,0.00024130794517611,7.9765495020453e-12,7.9765495020453e-12,7.1454729484287e-10,1.1497072446296e-08,7.0796420345628e-10,7.2690820384505e-10,2.1367739460886e-08,6.8058183362577e-07,1.3561317406071e-08,1.1642759946795e-07,1.1112825670517e-08,8.165351558673e-08,5.4971954947423e-10,1.5343275183414e-08,2.7277208130049e-10,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0575,0.091958105914002,0.0024944419666309,0.0088231410661251,0.00025052404132507,0.0072115795835016,5.8957475477432e-05,0.00029966826762727,1.4442524612906e-11,1.4442524612906e-11,1.2329089073063e-09,1.858059741565e-08,1.2211221019396e-09,1.2054598505777e-09,3.4500588835805e-08,9.716204705863e-07,2.0706958278705e-08,1.7599594006218e-07,1.7624424678594e-08,1.2350081010991e-07,8.8620050303689e-10,2.4335772438646e-08,4.6052499595418e-10,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.06,0.094281310499797,0.0028371904384381,0.0098446504278627,0.00030940925900575,0.0080711040475932,7.3263051547329e-05,0.00036786175257802,2.5515828125772e-11,2.5515828125772e-11,2.0787794438368e-09,2.9393162254658e-08,2.0581625966045e-09,1.9554269741335e-09,5.4517264838913e-08,1.3611323568574e-06,3.0983580965594e-08,2.6066024319009e-07,2.7361613867137e-08,1.8305936710756e-07,1.398865218859e-09,3.7777809771763e-08,7.6013129622064e-10,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0625,0.096471254102911,0.0032031920493131,0.010911340972847,0.00037790646509386,0.0089724431363391,9.004412925366e-05,0.00044679298357817,4.4052751534739e-11,4.4052751534739e-11,3.4299594933294e-09,4.5577579612013e-08,3.3946859212801e-09,3.1071458609098e-09,8.4428477666982e-08,1.8735558237516e-06,4.5492879786578e-08,3.7876267537908e-07,4.1639924509399e-08,2.6627456174216e-07,2.16507364351e-09,5.7478084605121e-08,1.2283747369584e-09,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.065,0.098532178924239,0.0035918397547387,0.012019967458409,0.00045684790461561,0.0099131650978895,0.00010954950915254,0.00053735918567698,7.4427149734774e-11,7.4427149734774e-11,5.5454949888098e-09,6.9361970011022e-08,5.4863954444238e-09,4.8425118153646e-09,1.2830439339295e-07,2.5369690345224e-06,6.5628229085227e-08,5.4065214115581e-07,6.2196731453024e-08,3.8055298064421e-07,3.2897687046121e-09,8.5820974203184e-08,1.9460155650715e-09,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0675,0.10046860287365,0.004002414464757,0.01316722271024,0.0005470490982321,0.010890754602651,0.00013203011345177,0.00064044256620359,1.2320551685528e-10,1.2320551685528e-10,8.7958766296537e-09,1.0371790750949e-07,8.6988031921638e-09,7.4109883313861e-09,1.9155430425143e-07,3.3831182597521e-06,9.3124241588905e-08,7.5895445097035e-07,9.1287759572598e-08,5.3497243508988e-07,4.9130052493398e-09,1.2589594028191e-07,3.0258691484629e-09,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.07,0.10228525404845,0.0044341005857156,0.014349773670296,0.00064930125305245,0.011902642240572,0.00015773696942569,0.00075690307731257,2.0006373251219e-10,2.0006373251219e-10,1.3701794875977e-08,1.5254617303393e-07,1.3545320916735e-08,1.1149131375078e-08,2.8125237325318e-07,4.4473512348037e-06,1.3010844501135e-07,1.0488315931131e-06,1.3179500220344e-07,7.4048892152549e-07,7.218848386756e-09,1.8164124653216e-07,4.6228809779567e-09,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0725,0.10398701207707,0.0048860012829847,0.015564292978231,0.00076436432411719,0.012946230671175,0.00018691925415447,0.00088757166364419,3.1900977099878e-10,3.1900977099878e-10,2.0983013930973e-08,2.2089124227167e-07,2.0735257694029e-08,1.6504005340922e-08,4.0651029544852e-07,5.768451405222e-06,1.7915395107498e-07,1.4282196493166e-06,1.8734497789181e-07,1.01013335895e-06,1.0445725829433e-08,2.5800019918615e-07,6.9464788097709e-09,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.075,0.10557885586333,0.0053571532476671,0.016807486413289,0.00089296079183042,0.0140189176631,0.00021982242926474,0.0010332440453056,4.999867424762e-10,4.999867424762e-10,3.1618982597979e-08,3.1518486312855e-07,3.1233293840073e-08,2.4060817464503e-08,5.7889617601279e-07,7.3883727287392e-06,2.4333184916108e-07,1.9180346661348e-06,2.6243567951642e-07,1.3591905713639e-06,1.4898290178717e-08,3.6108732784237e-07,1.0275470297321e-08,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0775,0.10706581727294,0.0058465407908971,0.018076116516554,0.0010357701970886,0.015118116257055,0.0002566864899533,0.0011946750746083,7.709404168008e-10,7.709404168008e-10,4.69227966593e-08,4.4351817797241e-07,4.6331992552251e-08,3.4575026430536e-08,8.1289718399693e-07,9.3518785314849e-06,3.2626195792658e-07,2.5423360477861e-06,3.6256999833202e-07,1.8053529322394e-06,2.0960812722719e-08,4.9836114840548e-07,1.4975728581652e-08,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.08,0.10845294032116,0.0063531091268956,0.019367022701166,0.0011934244549682,0.016241272277487,0.00029774434807373,0.0013725736943296,1.1704443330665e-09,1.1704443330665e-09,6.863005542138e-08,6.1594084452794e-07,6.7738834417805e-08,4.9009089065566e-08,1.1264216599905e-06,1.1706091510074e-05,4.3216051777608e-07,3.3284377706413e-06,4.9439286300602e-07,2.3688413579843e-06,2.9112091095684e-08,6.7879943312129e-07,2.1520868061219e-08,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0825,0.1097452454427,0.0068757767403205,0.020677138143458,0.0013665039496943,0.017385879406789,0.0003432203645806,0.0015675985155034,1.7509831296277e-09,1.7509831296277e-09,9.9004005298239e-08,8.4478453963437e-07,9.7679107163166e-08,6.8573897918938e-08,1.5413344075608e-06,1.4499965159828e-05,5.6588340772643e-07,4.3069589068206e-06,6.6582884833839e-07,3.0724869219965e-06,3.9941810233044e-08,9.1307229399346e-07,3.0516057676441e-08,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.085,0.11094769844895,0.0074134467644898,0.022003503732533,0.0015555343982106,0.018549492023291,0.00039332904227055,0.0017803540237591,2.5830002179006e-09,2.5830002179006e-09,1.4095812958964e-07,1.1450071307658e-06,1.3901574795067e-07,9.4774834867488e-08,2.0840169615909e-06,1.7783689559946e-05,7.329635219639e-07,5.5118065314318e-06,8.8621660628587e-07,3.9417672366973e-06,5.4168250818155e-08,1.2137079013781e-06,4.2725049964835e-08,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0875,0.11206518380111,0.0079650173247183,0.023343279340588,0.0017609844569132,0.019729735991774,0.00044827388563146,0.0020113874149521,3.7598187473083e-09,3.7598187473083e-09,1.9819702329042e-07,1.5345527133937e-06,1.9538691586013e-07,1.2946222527912e-07,2.7859427848144e-06,2.1608046468486e-05,9.3964104177214e-07,6.9800860013069e-06,1.1664361759762e-06,5.0047928798068e-06,7.265719337775e-08,1.5952453394247e-06,5.9100422049095e-08,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.09,0.11310248184953,0.008529390825301,0.024693752661875,0.0019832640358671,0.020924317583395,0.00050824643079245,0.0022611860532449,5.4035443833376e-09,5.4035443833376e-09,2.7537598619742e-07,2.0347216815248e-06,2.7136166958977e-07,1.748858282324e-07,3.6842556797236e-06,2.6023730025294e-05,1.1928854827898e-06,8.7519357441163e-06,1.5190250577358e-06,6.2922404732889e-06,9.6441820947011e-08,2.0743689668203e-06,8.0816931516253e-08,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0925,0.11406424971023,0.0091054821796707,0.02605234585453,0.0022227232768902,0.022131030691069,0.00057342544512249,0.0025301755379153,7.6720542336033e-09,7.6720542336033e-09,3.7827928242509e-07,2.6705440669731e-06,3.7261364578638e-07,2.3375284594979e-07,4.82233829462e-06,3.1080650021346e-05,1.5004085792052e-06,1.0870285987789e-05,1.9582789012579e-06,7.837230500734e-06,1.2674338040075e-07,2.6700187187149e-06,1.0930778839779e-07,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.095,0.11495500546689,0.0096922260010675,0.027416620206812,0.0024796521460858,0.023347762496431,0.00064397629299874,0.0028187183590216,1.0767167903842e-08,1.0767167903842e-08,5.1401645972829e-07,3.4711485902506e-06,5.0611208696042e-07,3.0928878549742e-07,6.2503565191806e-06,3.6827234695247e-05,1.8706672776383e-06,1.3380543190503e-05,2.5003327661496e-06,9.6751495086587e-06,1.6499232367445e-07,3.4034710579935e-06,1.4630353729991e-07,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.0975,0.11577911540401,0.010288582785842,0.028784279037185,0.0027542805874778,0.024572497735561,0.00072005046168397,0.0031271131166687,1.4944083882401e-08,1.4944083882401e-08,6.9123551195254e-07,4.4701192478843e-06,6.8032896891089e-07,4.0530036360868e-07,8.0257648636781e-06,4.3309749417916e-05,2.3128563453674e-06,1.6330204203e-05,3.1632191639959e-06,1.1843417915381e-05,2.1284961658158e-07,4.2983857558995e-06,1.9387313472477e-07,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.1,0.11654078399124,0.010893544133459,0.030153169026225,0.0030467791821514,0.025803321702462,0.00080178523912597,0.0034555942740247,2.0522147139169e-08,2.0522147139169e-08,9.2035102039722e-07,5.7058308467278e-06,9.0546034383986e-07,5.2623951674456e-07,1.0213757639236e-05,5.0571646502779e-05,2.8368903411579e-06,1.9768406317092e-05,3.9668994782383e-06,1.4381206186046e-05,2.7222787598175e-07,5.380814339021e-06,2.5446669960735e-07,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.1025,0.11724404635352,0.011506137056607,0.031521280167126,0.0033572602564775,0.027038422121642,0.00088930353381326,0.0038043324104457,2.7896992068186e-08,2.7896992068186e-08,1.2137847458445e-06,7.2217547071814e-06,1.1936593676668e-06,6.7726746836095e-07,1.2887650929855e-05,5.8652959824351e-05,3.4533749432665e-06,2.3745421248023e-05,4.9332658692219e-06,1.7329103567412e-05,3.45311976635e-07,6.6791668593578e-06,3.3095931401035e-07,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.105,0.11789276297466,0.012125427441718,0.032886744510651,0.0036857793833875,0.028276090013972,0.00098271382557353,0.0041734349380723,3.7554078980706e-08,3.7554078980706e-08,1.586215485625e-06,9.0667258075525e-06,1.5592778413247e-06,8.6431771833786e-07,1.6129180978357e-05,6.7589756043834e-05,4.1735678697712e-06,2.8312102699638e-05,6.0861113893359e-06,2.0728744861904e-05,4.3457875788695e-07,8.2241345973718e-06,4.2669515963762e-07,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.1075,0.11849061639553,0.01275052272503,0.034247833869503,0.0040323372220511,0.029514719673017,0.0010821102353533,0.0045629472430498,5.0083612738749e-08,5.0083612738749e-08,2.0548343837071e-06,1.1295162935695e-05,2.0191124899787e-06,1.0941567593366e-06,2.0028705688141e-05,7.741365212964e-05,5.0093298535877e-06,3.3519298422412e-05,7.4510667357817e-06,2.462240181704e-05,5.4281545776831e-07,1.0048567360259e-05,5.4553119795977e-07,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.11,0.11904110968028,0.013380573852184,0.035602956636248,0.0043968816434909,0.030752807862256,0.0011875727015324,0.0049728542110526,6.6196799461801e-08,6.6196799461801e-08,2.6396013108775e-06,1.3967233947374e-05,2.5926516551249e-06,1.3744412942117e-06,2.4685297443928e-05,8.8151406623179e-05,5.9730663418583e-06,3.9417238564896e-05,9.055502831788e-06,2.9052546583631e-05,6.7313650826557e-07,1.2187305151555e-05,6.9187954050047e-07,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.1125,0.11954756643744,0.01401477659058,0.036950653858066,0.0047793100924617,0.031988952336848,0.0012991672501653,0.0054030820960147,8.6743362357991e-08,8.6743362357991e-08,3.3634974401172e-06,1.7148958990906e-05,3.3023176052976e-06,1.7137707291574e-06,3.0206717335449e-05,9.9824589828265e-05,7.0776607715483e-06,4.6054912626075e-05,1.0928399224934e-05,3.4061395334732e-05,8.2899834024315e-07,1.467696512446e-05,8.7074761386654e-07,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.115,0.12001313219526,0.014652372263539,0.038289594700755,0.0051794721391629,0.033221849786849,0.0014169463466495,0.0058535006908278,1.1273020157621e-07,1.1273020157621e-07,4.252768750725e-06,2.091224552427e-05,4.1736993024505e-06,2.1217337495292e-06,3.6709263072775e-05,0.0001124493358778,8.3364004261565e-06,5.3479447442404e-05,1.3100179097029e-05,3.9690440528131e-05,1.0142118693176e-06,1.7555685851242e-05,1.0877752034228e-06,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.1175,0.12044077694393,0.015292647973978,0.039618571423583,0.0055971721778876,0.034450293292083,0.0015409493166706,0.0063239257591818,1.4534104659709e-07,1.4534104659709e-07,5.3371549220566e-06,2.5334850097043e-05,5.2357702107294e-06,2.6089478486468e-06,4.431748534466e-05,0.00012603617752306,9.7628959998393e-06,6.1735498406566e-05,1.5602512467733e-05,4.5979980439207e-05,1.2329523642107e-06,2.0862832007847e-05,1.3492674613845e-06,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.12,0.12083329867032,0.015934936382955,0.040936493975851,0.0060321722334243,0.035673169372055,0.0016712028247936,0.0068141216886394,1.8595691418618e-07,1.8595691418618e-07,6.650097938576e-06,3.0500263162886e-05,6.5210856162569e-06,3.1870907726782e-06,5.3163770018119e-05,0.0001405899625546,1.1370996083734e-05,7.0864665545029e-05,1.8468089919409e-05,5.2968654497857e-05,1.4897664358458e-06,2.4638663553098e-05,1.6622229900221e-06,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.1225,0.12119332772396,0.016578615105389,0.04224238431545,0.0064841948397898,0.036889454707637,0.0018077213997458,0.0073238043263584,2.3617715144528e-07,2.3617715144528e-07,8.2289247324342e-06,3.6497514592344e-05,8.0659539501771e-06,3.8689229642979e-06,6.3387786330013e-05,0.00015610984904079,1.3174697844777e-05,8.0904945217935e-05,2.1730369851788e-05,6.0692992650365e-05,1.7895759276493e-06,2.89239743467e-05,2.0343561583723e-06,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
