time,intC00,intC01,intC02,intC03,intC04,intC05,intC06,intC07,intC08,intC09,intC10,intC11,intC12,intC13,intC14,intC15,intC16,intC17,intC18,intC19,intC20,intC21,intD00,intD01,intD02,intD03,intD04,intD05,intD06,intD07,intD08,intD09,intD10,intD11,intD12,intD13,intD14,intD15,intD16,intD17,intD18,intD19,intD20,intD21
0.2225,0.12489100797398,0.040192690180141,0.081536098292232,0.033207060377598,0.075613946137263,0.011682805595226,0.037602187500433,6.9048538939754e-05,6.9048538939754e-05,0.0010562354955683,0.0020447585962137,0.001017886569393,0.00034735120606618,0.0029959001410408,0.0011642110183025,0.00034765838870122,0.0010918875665806,0.00068110526176,0.00095115609392713,0.00013283058787864,0.00080982808389203,0.0002085686460316,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.225,0.12489930267481,0.040704101984205,0.082218226846708,0.033954532026274,0.076321873328351,0.012011978062879,0.038445734740032,7.4827317667881e-05,7.4827317667881e-05,0.001124827014017,0.0021518955717396,0.0010835323803498,0.00036954967426651,0.0031389832284547,0.0011875187364278,0.00036279147245248,0.0011200759383506,0.00070817831867321,0.00097892050270583,0.00014107308717469,0.0008395475638925,0.00022168541782432,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.2275,0.12490689076282,0.041211721451643,0.08288861840199,0.034700467606535,0.077018789033051,0.012343714443261,0.039287133971429,8.094002810774e-05,8.094002810774e-05,0.0011957642473783,0.002261307986956,0.0011513831086423,0.00039258661700846,0.0032840915975222,0.0012103622945373,0.00037815866262438,0.0011477823344911,0.00073532756219175,0.0010063931616077,0.00014961222910194,0.00086918563690034,0.0002352357682908,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.23,0.12491383600354,0.041715585262157,0.083547491366123,0.035444614043706,0.077704862500318,0.012677921967786,0.040126091894016,8.7395273683617e-05,8.7395273683617e-05,0.0012690044802555,0.0023728874047805,0.0012213952309611,0.00041646320247385,0.0034310431005586,0.0012327346590052,0.00039374826306807,0.0011749829363816,0.00076251459589375,0.00103354557112,0.00015844710583566,0.00089869905338679,0.00024921164562419,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.2325,0.12492019627705,0.04221573037137,0.084195060800041,0.036186730706002,0.078380262295924,0.013014509571562,0.040962330195348,9.420135219668e-05,9.420135219668e-05,0.0013444997895524,0.0024865222178465,0.0012935203272832,0.00044117957590673,0.0035796548754657,0.0012546302547515,0.00040954845556487,0.0012016565575561,0.00078970198985415,0.0010603513001594,0.00016757632875911,0.00092804633345548,0.00026360400779927,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.235,0.12492602412035,0.042712193900416,0.084831538317401,0.036926589131774,0.079045156072445,0.013353387908917,0.041795585183856,0.00010136624471075,0.00010136624471075,0.0014221973734002,0.0026020981914335,0.0013677054082267,0.00046673489754167,0.0037297441662037,0.0012760448807015,0.00042554733216859,0.0012277845760758,0.00081685340369555,0.0010867859806065,0.00017699803832395,0.00095718788026794,0.00027840287095502,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.2375,0.12493136722082,0.043205013038775,0.085457132006841,0.037663972740605,0.079699710365279,0.013694469364101,0.042625607403559,0.00010889760642231,0.00010889760642231,0.0015020398963964,0.0027194989953771,0.0014438932570253,0.00049312738249477,0.0038811291004923,0.0012969756256795,0.00044173292603467,0.0012533508561473,0.00084393369615358,0.0011128272902346,0.00018670991520953,0.00098608607471098,0.00029359736094408,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.24,0.12493626886519,0.04369422495904,0.086072046374124,0.038398676530735,0.080344090412455,0.014037668057566,0.04345216123406,0.00011680275945066,0.00011680275945066,0.0015839658475185,0.0028386067217185,0.0015220227825856,0.00052035434219633,0.004033629421353,0.0013174207852589,0.00045809324071216,0.0012783416605707,0.00087090902126416,0.0011384549251471,0.00019670919266743,0.0010147053519049,0.00030917576756779,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.2425,0.1249407683476,0.044179866742425,0.086676482301834,0.039130506765074,0.080978459996129,0.014382899848205,0.044275024478907,0.00012508868746923,0.00012508868746923,0.0016679099071879,0.0029593023852173,0.0016020293802145,0.00054841222696768,0.0041870671698129,0.0013373797800177,0.00047461627788682,0.0013027455555252,0.00089774691139696,0.0011636505628203,0.00020699266993857,0.0010430122602787,0.000325125601024,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.245,0.12494490134042,0.044661975313922,0.087270637024547,0.039859280647971,0.081602981303847,0.014730082331886,0.045093987945124,0.00013376203208712,0.00013376203208712,0.0017538033201107,0.0030814664042148,0.0016838452967561,0.00057729666936994,0.0043412673167553,0.0013568530755852,0.00049129006357373,0.0013265533091216,0.0009244163474614,0.0011883978168269,0.00021755672663208,0.0010709755040452,0.0003414336501072,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.2475,0.12494870023118,0.045140587386125,0.087854704117587,0.040584825994734,0.082217814807793,0.015079134836637,0.045908855016501,0.00014282909087884,0.00014282909087884,0.0018415742706899,0.0032049790596959,0.0017673999970633,0.00060700252797968,0.0044960583425446,0.0013758421048051,0.0005081026727675,0.001349757785058,0.00095088781670082,0.0012126821842843,0.00022839733795736,0.0010985659699949,0.00035808604171668,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
0.25,0.1249521944284,0.0456157394108,0.088428873497658,0.041306980895759,0.08282311916038,0.015429978414777,0.046719441223011,0.00015229581695263,0.00015229581695263,0.0019311482580105,0.0033297209307503,0.0018526205289282,0.00063752393127407,0.0046512727636414,0.0013943491922825,0.00052504225256606,0.0013723538326236,0.00097713335856633,0.0012364909870281,0.00023951009070372,0.001125756739596,0.00037506830124668,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
