0,0,0,0
1e+07,3.6371e-05,0.014061,1.4614e-12
2e+07,0.000343,0.040648,1.3524e-11
3e+07,0.0017291,0.074281,6.6525e-11
4e+07,0.0061815,0.11006,2.3096e-10
5e+07,0.017566,0.14486,6.3475e-10
6e+07,0.042202,0.17711,1.4696e-09
7e+07,0.089092,0.20626,2.9804e-09
8e+07,0.16968,0.23227,5.4384e-09
9e+07,0.29716,0.2553,9.1048e-09
1e+08,0.4855,0.27554,1.4195e-08
1.1e+08,0.74833,0.29322,2.085e-08
1.2e+08,1.098,0.30858,2.9129e-08
1.3e+08,1.5446,0.32184,3.9003e-08
1.4e+08,2.096,0.33323,5.0375e-08
1.5e+08,2.757,0.34298,6.3097e-08
1.6e+08,3.5298,0.35131,7.6988e-08
1.7e+08,4.4142,0.35842,9.1857e-08
1.8e+08,5.4078,0.36449,1.0752e-07
1.9e+08,6.5067,0.36969,1.2379e-07
2e+08,7.7053,0.37415,1.4052e-07
2.1e+08,8.9974,0.378,1.5758e-07
2.2e+08,10.376,0.38134,1.7485e-07
2.3e+08,11.834,0.38427,1.9223e-07
2.4e+08,13.364,0.38686,2.0966e-07
2.5e+08,14.959,0.38917,2.2707e-07
2.6e+08,16.611,0.39124,2.444e-07
2.7e+08,18.315,0.39312,2.6163e-07
2.8e+08,20.064,0.39485,2.7873e-07
2.9e+08,21.853,0.39645,2.9566e-07
3e+08,23.675,0.39793,3.1242e-07
3.1e+08,25.526,0.39933,3.29e-07
3.2e+08,27.402,0.40065,3.4538e-07
3.3e+08,29.299,0.4019,3.6155e-07
3.4e+08,31.213,0.4031,3.7753e-07
3.5e+08,33.141,0.40424,3.9329e-07
3.6e+08,35.08,0.40534,4.0885e-07
3.7e+08,37.028,0.40639,4.242e-07
3.8e+08,38.981,0.40741,4.3935e-07
3.9e+08,40.939,0.40839,4.543e-07
4e+08,42.899,0.40934,4.6904e-07
4.1e+08,44.859,0.41025,4.8359e-07
4.2e+08,46.819,0.41114,4.9794e-07
4.3e+08,48.776,0.412,5.121e-07
4.4e+08,50.729,0.41283,5.2606e-07
4.5e+08,52.679,0.41363,5.3985e-07
4.6e+08,54.622,0.41441,5.5344e-07
4.7e+08,56.559,0.41517,5.6686e-07
4.8e+08,58.489,0.4159,5.8009e-07
4.9e+08,60.41,0.41661,5.9315e-07
5e+08,62.323,0.4173,6.0603e-07
5.1e+08,64.227,0.41797,6.1874e-07
5.2e+08,66.121,0.41862,6.3128e-07
5.3e+08,68.004,0.41925,6.4365e-07
5.4e+08,69.876,0.41986,6.5586e-07
5.5e+08,71.738,0.42046,6.679e-07
5.6e+08,73.587,0.42104,6.7978e-07
5.7e+08,75.425,0.4216,6.915e-07
5.8e+08,77.25,0.42215,7.0306e-07
5.9e+08,79.062,0.42268,7.1447e-07
6e+08,80.862,0.4232,7.2572e-07
6.1e+08,82.648,0.42371,7.3682e-07
6.2e+08,84.421,0.42421,7.4776e-07
6.3e+08,86.181,0.42469,7.5856e-07
6.4e+08,87.926,0.42517,7.6921e-07
6.5e+08,89.658,0.42563,7.7972e-07
6.6e+08,91.376,0.42608,7.9008e-07
6.7e+08,93.08,0.42652,8.003e-07
6.8e+08,94.769,0.42695,8.1038e-07
6.9e+08,96.444,0.42737,8.2032e-07
7e+08,98.104,0.42779,8.3012e-07
7.1e+08,99.75,0.42819,8.3979e-07
7.2e+08,101.38,0.42859,8.4933e-07
7.3e+08,103,0.42898,8.5873e-07
7.4e+08,104.6,0.42936,8.68e-07
7.5e+08,106.19,0.42973,8.7715e-07
7.6e+08,107.76,0.4301,8.8617e-07
7.7e+08,109.32,0.43046,8.9506e-07
7.8e+08,110.86,0.43081,9.0383e-07
7.9e+08,112.39,0.43116,9.1247e-07
8e+08,113.91,0.4315,9.21e-07
8.1e+08,115.4,0.43184,9.294e-07
8.2e+08,116.89,0.43216,9.3769e-07
8.3e+08,118.36,0.43249,9.4586e-07
8.4e+08,119.82,0.4328,9.5392e-07
8.5e+08,121.26,0.43311,9.6187e-07
8.6e+08,122.68,0.43342,9.697e-07
8.7e+08,124.1,0.43372,9.7742e-07
8.8e+08,125.49,0.43401,9.8504e-07
8.9e+08,126.88,0.4343,9.9255e-07
9e+08,128.25,0.43459,9.9995e-07
9.1e+08,129.6,0.43487,1.0072e-06
9.2e+08,130.95,0.43514,1.0144e-06
9.3e+08,132.27,0.43541,1.0215e-06
9.4e+08,133.59,0.43568,1.0285e-06
9.5e+08,134.89,0.43594,1.0354e-06
9.6e+08,136.17,0.4362,1.0422e-06
9.7e+08,137.44,0.43645,1.0489e-06
9.8e+08,138.7,0.4367,1.0555e-06
9.9e+08,139.95,0.43695,1.062e-06
1e+09,141.18,0.43719,1.0684e-06
