0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0025,0.03749280763705478,7.014738435603709e-07,3.650780077810915e-06,1.1995420095715944e-10,2.8300873414888637e-06,1.2214223890608465e-11,1.7149942347339594e-10,3.35368580932268e-22,4.0822550829451483e-22,1.8369105786820114e-20,4.522371103188852e-18,1.2976230267946915e-20,2.8895586730241506e-19,9.013964113925134e-18,4.4495276761528646e-14,1.5610529862513648e-16,1.784217844028773e-15,2.5560744788253214e-17,1.0572098294884646e-15,1.4814134590451572e-18,4.44014531459078e-17
0.005,0.07495755699188278,4.228604422751848e-06,2.146563623978617e-05,1.2211419681135152e-09,1.6697759855623246e-05,1.2691456297957242e-10,1.7318075913002126e-09,8.579400338535558e-21,9.621992590135963e-21,4.185725580672824e-19,8.89000651689967e-17,2.9621016003477755e-19,5.780713984203669e-18,1.768351567050772e-16,7.184106445035836e-13,2.815942281468015e-15,3.181456487126451e-14,4.998199116654046e-16,1.8890923076765973e-14,2.942040416684693e-17,8.66348393997568e-16
0.0075,0.11235631836350436,1.4617384647168606e-05,7.240154117962622e-05,6.7418366310434325e-09,5.6507257012509094e-05,7.151597100480203e-10,9.486365692615359e-09,1.1313052628909559e-19,1.1736834542026394e-19,4.938148068556829e-18,9.100318683052112e-16,3.500766335029778e-18,6.022325528851949e-17,1.806471491276959e-15,6.086596517669195e-12,2.6540351518185528e-14,2.964053855648038e-13,5.0886338787775134e-15,1.7637550498661905e-13,3.041913752847379e-16,8.800804216115988e-15
0.01,0.14963381352365016,3.802651864307675e-05,0.00018384351080561034,2.6754212569411394e-08,0.0001439430948056586,2.896609506476467e-09,3.7359681476068356e-08,1.0243162581917005e-18,9.867017184705029e-19,4.0169367473270297e-17,6.457768707274765e-15,2.8527575279262144e-17,4.349405409865405e-16,1.2792521612601121e-14,3.5998934783214926e-11,1.7394003086850776e-13,1.9202506813687927e-12,3.5907886086424847e-14,1.1451076885186437e-12,2.1798552627135217e-15,6.19640708833082e-14
0.0125,0.1867194231138431,8.270999599729886e-05,0.00039043942961047894,8.541209395383148e-08,0.0003066400640970767,9.438202121603406e-09,1.1839133338552809e-07,7.158136319722445e-18,6.424592575523529e-18,2.5318506913688113e-16,3.568607669804819e-14,1.8012738198008543e-16,2.44621639338334e-15,7.054446251021619e-14,1.6687459045107778e-10,8.902585434274728e-13,9.715211341592615e-12,1.9728732510107997e-13,5.80614977464663e-12,1.2162238325881748e-14,3.3967617755499096e-13
0.015,0.2235305440502568,0.00015881744317442566,0.0007322834859445338,2.3293566246953006e-07,0.0005768146416001195,2.6271233460231337e-08,3.2057161437239263e-07,4.114863033863314e-17,3.4523365618997085e-17,1.3175740179433902e-15,1.6358655722833388e-13,9.390512149572196e-16,1.1412965490818512e-14,3.226959968004229e-13,6.455070188925886e-10,3.789705383100389e-12,4.0880414255957475e-11,8.990254182903971e-13,2.448557600359255e-11,5.6279436536270876e-14,1.5443316859188115e-12
0.0175,0.2599765041937816,0.00027808710232511333,0.0012528575654322791,5.630602489104424e-07,0.0009896743756608087,6.481532109843722e-08,7.695381053153151e-07,2.025339853314116e-16,1.5933076740941469e-16,5.891356967791199e-15,6.471617294829559e-13,4.206326192467609e-15,4.5953854737835365e-14,1.2738905570890098e-12,2.1667749957133663e-09,1.3956248520492423e-11,1.4881469267643477e-10,3.535027574666182e-12,8.933291294768386e-11,2.2471045035550567e-13,6.058304405849934e-12
0.02,0.2959624674992744,0.00045348433809902305,0.0019970164415022617,1.2364911274454083e-06,0.0015818323805992399,1.452765553760483e-07,1.678605643748454e-06,8.773015556254501e-16,6.490042677827435e-16,2.3259461473698834e-14,2.269977617956754e-12,1.663647378495965e-14,1.6405503531269873e-13,4.458674482980536e-12,6.481648265506425e-09,4.5672979721079444e-11,4.813877347277707e-10,1.2322236300942715e-11,2.896296758346175e-10,7.953605251949376e-13,2.106805937433801e-11
0.0225,0.33139297676177293,0.0006988242584927571,0.0030091892873081076,2.510409813622771e-06,0.002389868991603006,3.010457289637228e-07,3.3859418906701506e-06,3.41166811438469e-15,2.3798136222246446e-15,8.270126091296148e-14,7.198717945867513e-12,5.925818661315998e-14,5.295169969509068e-13,1.4108989358321524e-11,1.7613487318445464e-08,1.354231217862869e-10,1.410835100458896e-09,3.8827926409813084e-11,8.507823411212019e-10,2.5448135946731976e-12,6.622821335758029e-11
