time,integral1,integral2,integral3,integral4,integral5,integral6,integral7,integral8,volume1,volume2,volume3,volume4,volume5,volume6,volume7,volume8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.00020418684986173,0.0001840887103641,6.9945993660444e-06,3.1733191461817e-06,4.9075599123244e-09,4.8225065812027e-09,4.6721210780186e-09,4.0167240894189e-09,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.02,0.00058084373553579,0.0003379714777339,3.5080878895658e-05,1.6106366119164e-05,4.7762726053395e-08,4.7184820699182e-08,4.4925367725934e-08,3.9116311733376e-08,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.03,0.0010673114491995,0.0004499291619484,9.8871646404717e-05,4.5822028138224e-05,2.4350693151192e-07,2.4192145344201e-07,2.2682078674337e-07,1.998918421807e-07,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.04,0.0016183302633663,0.00053435682116641,0.00020819361203117,9.7190711555857e-05,8.6663415962553e-07,8.6596997769468e-07,8.0105365900465e-07,7.1425194866174e-07,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.05,0.0022041878244861,0.00060207555803022,0.00036699994363082,0.00017232957663498,2.4210589787825e-06,2.433018727027e-06,2.2245215855713e-06,2.0064456620321e-06,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.06,0.0028057198308842,0.00065930021306311,0.0005747550255624,0.00027131605794154,5.6605694440834e-06,5.7195829231051e-06,5.1774087237964e-06,4.7240430998419e-06,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.07,0.0034105638014442,0.00070953402956721,0.000828115013052,0.00039313293834637,1.1533379888103e-05,1.1712442796479e-05,1.0512645457114e-05,9.7053561739619e-06,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.08,0.0040103298936654,0.00075483499760603,0.0011220133007262,0.00053629854829426,2.1055647186464e-05,2.1478867545361e-05,1.9141721963651e-05,1.7886774878174e-05,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.09,0.0045987233973315,0.0007964789834087,0.0014502095639222,0.00069913280034515,3.5147708315888e-05,3.5992558892995e-05,3.1886085447565e-05,3.0172328920422e-05,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.1,0.0051705658694843,0.00083529821245502,0.0018056197679732,0.00087980486249308,5.4479015052295e-05,5.5964010018526e-05,4.9334788461196e-05,4.7299548886401e-05,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.11,0.0057214542783587,0.00087185961522106,0.0021806448306056,0.001076306534839,7.9360729428349e-05,8.1719292054599e-05,7.1744078047737e-05,6.9733452670558e-05,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.12,0.0062477521042201,0.00090656347215869,0.0025675582206644,0.0012864336798484,0.00010970579157612,0.00011315202695653,9.899856715577e-05,9.7608330087003e-05,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.13,0.0067466812780117,0.00093970081557118,0.0029589166723917,0.0015078045963004,0.00014505517713004,0.00014974997199887,0.0001306348394487,0.00013072183607261,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.14,0.0072163867588523,0.00097148844975696,0.0033479305768059,0.0017379143547162,0.00018465371417964,0.00019067922836544,0.00016591361870245,0.00016857347182571,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.15,0.0076559268584994,0.001002091231909,0.0037287435598512,0.001974212365486,0.00022755219490474,0.00023489996697931,0.00020391919709658,0.00021043260735145,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.16,0.0080651907409207,0.0010316367726432,0.0040965977605788,0.0022141885444592,0.00027271356418394,0.00028128752380583,0.00024366447468105,0.00025541976616352,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.17,0.0084447658329668,0.0010602254413169,0.0044478865562613,0.0024554557588666,0.00031910667599134,0.00032873877909058,0.0002841845050784,0.00030258732475381,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.18,0.0087957821283705,0.0010879373574591,0.0047801134343741,0.0026958198882548,0.00036577831573505,0.00037625224204608,0.00032460812923381,0.00035099004717222,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.19,0.0091197560011593,0.0011148373854754,0.0050917836010569,0.0029333325249739,0.00041190063433852,0.0004229782905814,0.00036420385260695,0.00039974033191254,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.2,0.0094184488134186,0.0011409787692238,0.0053822556716676,0.0031663245149727,0.0004567957268557,0.00046824192629788,0.0004024012259911,0.00044804671565043,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.21,0.0096937484600527,0.0011664058173492,0.0056515771061245,0.0033934209802476,0.00049994164146663,0.00051154374878204,0.00043879214253791,0.00049523669106781,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
0.22,0.009947576425932,0.0011911559121213,0.005900321350054,0.0036135401179797,0.00054096498721509,0.00055254596754265,0.0004731177977243,0.00054076629995332,0.01575,0.002245,0.01108928725382,0.0112248,0.0012135620189356,0.0012135620189356,0.00119,0.00119
